V1;V2;V3;V4;V5
1;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
2;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
3;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
4;0.94405699625188;14.8221742105039;0.0636922075563559;negative;1
5;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
6;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
7;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
8;12.9861036949509;7.65822752616135;1.69570617360074;positive;0
9;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
10;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
11;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
12;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
13;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
14;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
15;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
16;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
17;6.96508034560141;7.65822752616135;0.909489868485615;negative;1
