x1,x2,Name,Username,UserProfile,TweetID,Retweets,Comments,Favorites,IsRetweet?,Date,TweetText,TweetSource,StatusURL
3,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1351549648100610049,0,2,1,no,19/1/2021 15:18,@HenryAlas15 Hola te comentamos que la demanda de solicitudes es alta pero pronto  recibirás respuesta por la vía que has solicitado el retiro de ahorros.Saludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1351549648100610049
4,,Jorge Rivas,JorgeAl87140268,https://www.twitter.com/JorgeAl87140268,ID: 1353364243580669952,0,0,0,no,24/1/2021 15:29,@AFPCrecer DEVUELVAN LO ROBADO BOLA DE LADRONES DELINCUENTES EXTORSIONISTAS,Twitter for Android,https://www.twitter.com/JorgeAl87140268/status/1353364243580669952
5,,Henry Alas,HenryAlas15,https://www.twitter.com/HenryAlas15,ID: 1355299117744988162,0,1,0,no,29/1/2021 23:37,@AFPCrecer ... Sigo esperando por la solicitud de retiro de ahorros para extranjeros... Cuanto es el tiempo que se tardan en dar respuesta? Envíe los requisitos el día 12 del presente mes y aun no he tenido ninguna respuesta...,Twitter for iPhone,https://www.twitter.com/HenryAlas15/status/1355299117744988162
,5-ene,Henry Alas,HenryAlas15,https://www.twitter.com/HenryAlas15,ID: 1356661741350977537,0,0,0,no,2/2/2021 17:52,@AFPCrecer Quedo a la espera nuevamente...,Twitter for iPhone,https://www.twitter.com/HenryAlas15/status/1356661741350977537
,5-feb,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1356659027221090305,0,2,0,no,2/2/2021 17:41,@HenryAlas15 Te brindaremos respuesta vía inbox.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1356659027221090305
,5-mar,Henry Alas,HenryAlas15,https://www.twitter.com/HenryAlas15,ID: 1356338451638050816,0,1,0,no,1/2/2021 20:27,@AFPCrecer Mandé la información que me pidieron y sigo esperando respuesta...,Twitter for iPhone,https://www.twitter.com/HenryAlas15/status/1356338451638050816
6,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1356277700114210818,0,1,0,no,1/2/2021 16:26,@HenryAlas15 Hola te hemos enviado inbox.Saludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1356277700114210818
2,,Roxana Landaverde,RoxanaLandaver4,https://www.twitter.com/RoxanaLandaver4,ID: 1351844698026082305,0,1,0,no,20/1/2021 10:51,@AFPCrecer A qué teléfono se puede llamar,Twitter for iPhone,https://www.twitter.com/RoxanaLandaver4/status/1351844698026082305
3,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1351900289301962752,0,0,0,no,20/1/2021 14:32,@RoxanaLandaver4 Hola puedes realizar tus consultas por nuestros canales remotos:Línea de atención 2211-9393 WhatsApp 6161-2222 sitio web https://t.co/a0hhN09jrb correo electrónico atencion@crecer.com.sv y mensajes inbox en redes sociales. Saludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1351900289301962752
4,,Jimmy san (MASAT),jmunoz66,https://www.twitter.com/jmunoz66,ID: 1352778329661841408,0,0,0,no,23/1/2021 00:41,@AFPCrecer Estoy realizando un importante trámite con ustedes en unos días les diré mi opinión sobre la calidad del servicio recibido,Twitter for iPhone,https://www.twitter.com/jmunoz66/status/1352778329661841408
5,,Alexandra.,alefloress__,https://www.twitter.com/alefloress__,ID: 1353769173936201728,0,1,1,no,25/1/2021 18:18,@AFPCrecer Lamentablemente no responden se les escribe y solo operadora nos atiende con el mismo mensaje de siempre diciendo que se envíe la documentación respectiva y que pronto se comunicará un ejecutivo cuestión que no sucede...,Twitter for iPhone,https://www.twitter.com/alefloress__/status/1353769173936201728
6,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1353790748546772993,0,0,0,no,25/1/2021 19:44,@alefloress__ Hola brinda tu consulta vía inbox para poder ayudarte.Saludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1353790748546772993
7,,Jorge Durán,duranduarte21,https://www.twitter.com/duranduarte21,ID: 1353971927333937152,0,1,0,no,26/1/2021 07:43,@AFPCrecer Mi padre el 17 de Diciembre solicitó su dinero de retiro... Cuánto tiempo tiene q esperar!? GRACIAS,Twitter for Android,https://www.twitter.com/duranduarte21/status/1353971927333937152
,7-ene,Jorge Durán,duranduarte21,https://www.twitter.com/duranduarte21,ID: 1354092179191427073,0,0,0,no,26/1/2021 15:41,@AFPCrecer Lo siento pero no puedo localizar su nensaje,Twitter for Android,https://www.twitter.com/duranduarte21/status/1354092179191427073
8,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1354079351491452928,0,1,0,no,26/1/2021 14:50,@duranduarte21 Hola te hemos respondido vía inbox.Saludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1354079351491452928
9,,Jimmy san (MASAT),jmunoz66,https://www.twitter.com/jmunoz66,ID: 1354119144233455618,0,1,0,no,26/1/2021 17:28,@AFPCrecer Tengo un trámite en curso,,
,9-ene,Jimmy san (MASAT),jmunoz66,https://www.twitter.com/jmunoz66,ID: 1354134157027323904,0,1,0,no,26/1/2021 18:28,@AFPCrecer Con gusto muchas gracias,Twitter for iPhone,https://www.twitter.com/jmunoz66/status/1354134157027323904
,9-feb,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1354158030158495744,0,0,0,no,26/1/2021 20:03,@jmunoz66 Estamos para ayudarte.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1354158030158495744
10,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1354134009534676993,0,1,0,no,26/1/2021 18:28,@jmunoz66 Hola brinde su consulta vía inbox para poder verificar su trámite.Saludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1354134009534676993
11,,El Sr. Pool,sr_pool_sv,https://www.twitter.com/sr_pool_sv,ID: 1354747094603616258,0,0,0,no,28/1/2021 11:04,@AFPCrecer Y dejaron de estafarnos?,Twitter for Android,https://www.twitter.com/sr_pool_sv/status/1354747094603616258
12,,Caminante no hay camino se hace camino al andar!,rhina_franco,https://www.twitter.com/rhina_franco,ID: 1355133136640860161,0,0,1,no,29/1/2021 12:38,"@AFPCrecer Cuánto ganan AFPs invirtiendo fondos de ""usuarios"" y cuánto obtienen de esas ganancias los afiliados y futuros pensionados?",Twitter for Android,https://www.twitter.com/rhina_franco/status/1355133136640860161
13,,Danilo4904,Zurdha1,https://www.twitter.com/Zurdha1,ID: 1355518441566953476,0,1,0,no,30/1/2021 14:09,@AFPCrecer Solo quiero hacer una consulta respecto al aunmento en las pensiones y los q nos dan menos de $300 no los iban a nivelar la pensión con los $100 siempre nos han dejado con pensión de ambre sr.presidente con todo el respeto q se merese rectifiqu,Twitter for Android,https://www.twitter.com/Zurdha1/status/1355518441566953476
14,,Patty Ayala,PattyAy28902912,https://www.twitter.com/PattyAy28902912,ID: 1355547433598595079,0,1,0,no,30/1/2021 16:04,@AFPCrecer Como puedo hacer si he ido dos veces a solicitar una constancia de no inscrito y ni siquiera me han atendido siempre el vigilante me dice que regrese otro día y me urge!,Twitter for Android,https://www.twitter.com/PattyAy28902912/status/1355547433598595079
15,,Luis Enrique Sobalva,LSobalva,https://www.twitter.com/LSobalva,ID: 1355915597331263489,0,2,0,no,31/1/2021 16:27,@AFPCrecer El 19 de este mes presenté solicitud de anticipo me aparece que esta aprobado y en proceso de pago pero llamo al numero que dan y la llamada no cae les pongo el WhatsApp y me aparece siempre lo mismo,les escribí al correo uno tengo respuesta,Twitter for Android,https://www.twitter.com/LSobalva/status/1355915597331263489
16,,Luis Enrique Sobalva,LSobalva,https://www.twitter.com/LSobalva,ID: 1355915852164583424,0,0,0,no,31/1/2021 16:28,@AFPCrecer Quiero saber cómo está mi tramite pero no encuentro por donde saber informacion  sean un poco más serios y responsables por favor,Twitter for Android,https://www.twitter.com/LSobalva/status/1355915852164583424
17,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1356250392645021700,0,0,0,no,1/2/2021 14:37,@PattyAy28902912 Hola brinda vía inbox tu nombre completo DUI fecha de nacimiento y correo electrónico para poder ayudarte con tu solicitud.Saludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1356250392645021700
18,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1356271285060382733,0,0,0,no,1/2/2021 16:00,@Zurdha1 Hola te comentamos que al aumento de pensión correspondía a los pensionados con cuota mínima que poseen garantía del Estado.Dicho aumento ya fue efectuado desde este mes a las personas que les correspondía.Saludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1356271285060382733
2,,Andrés Alvarenga reyes,AndrsAlvarenga7,https://www.twitter.com/AndrsAlvarenga7,ID: 1351606278217465858,0,1,2,no,19/1/2021 19:03,@AFPCrecer Necesito saber si puedo retirar mis ahorros para comprar medicinas ya que sé me ase imposible poder trabajar ya que estoy padeciendo de insuficiencia renal y el doctor me a prohibido trabajar entonces la pregunta es puedo retirar mis ahorr,Twitter for Android,https://www.twitter.com/AndrsAlvarenga7/status/1351606278217465858
3,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1351616019303981057,0,1,1,no,19/1/2021 19:42,@AndrsAlvarenga7 Hola para una devolución de saldo la Ley señala que debes cumplir con la edad legal de retiro (55 años las mujeres y 60 años los hombres). Consulta en https://t.co/35weNyhQLn para pensión por invalidezAllí podrás verificar los documento,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1351616019303981057
4,,papacremo,HMayorga65,https://www.twitter.com/HMayorga65,ID: 1351954899890823168,0,1,0,no,20/1/2021 18:09,@AFPCrecer Poner link ??,Twitter for Android,https://www.twitter.com/HMayorga65/status/1351954899890823168
5,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1351984474364510216,0,0,0,no,20/1/2021 20:06,@HMayorga65 Hola el proceso de anticipo puede realizarlo: 1) Visitando una agencia agendando cita en: https://t.co/tVoXC8OqgH2) Escribiendo al correo: atencion@crecer.com.sv 3) Desde su usuario web Crecer: https://t.co/JwutOQxD3cSaludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1351984474364510216
6,,Neto moli,netoflow2030,https://www.twitter.com/netoflow2030,ID: 1352242763815911426,0,1,2,no,21/1/2021 13:12,@AFPCrecer Nuestra Constitución dice q todos somos iguales ante la ley x lo q me parece absurda esa discriminación d darle el anticipo d las cotizaciones a los hombres d 50 años en el 2021 y a las mujeres se los dan con 45 años. Cabe destacar q la espera,Twitter for Android,https://www.twitter.com/netoflow2030/status/1352242763815911426
,6-ene,Neto moli,netoflow2030,https://www.twitter.com/netoflow2030,ID: 1352289749369827328,1,0,3,no,21/1/2021 16:19,@AFPCrecer Lo entiendo. Espero que los señores diputados de la @AsambleaSV tomen nota y que puedan modificar esa medida arbitraria y discriminatoria.,Twitter for Android,https://www.twitter.com/netoflow2030/status/1352289749369827328
7,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1352261134863237126,0,1,0,no,21/1/2021 14:25,@netoflow2030 Hola comentarte que esa medida no está a discreción de las AFPs. Nosotros solamente somos aplicadores de la Ley y no creadores o modificadores de ella. Eso es responsabilidad de las autoridades de Gobierno. Saludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1352261134863237126
8,,Ismael Vides Mangandi,IsmaelVidesMan8,https://www.twitter.com/IsmaelVidesMan8,ID: 1353802075679952898,0,1,1,no,25/1/2021 20:29,@AFPCrecer Como discriminan alos a tenemos menos años de edad y tenemos de 10 años cotizando como mi caso q tengo 47 años de edad y más de 10 años cotizando,Twitter for Android,https://www.twitter.com/IsmaelVidesMan8/status/1353802075679952898
9,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1353812162586804226,0,0,0,no,25/1/2021 21:09,@IsmaelVidesMan8 Hola comentarte que esa medida no está a discreción de las AFPs. Nosotros solamente somos aplicadores de la Ley y no creadores o modificadores de ella. Eso es responsabilidad de las autoridades de Gobierno. Saludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1353812162586804226
10,,Dr.Acido,DrAcido3,https://www.twitter.com/DrAcido3,ID: 1354132946270232578,0,0,1,no,26/1/2021 18:23,@AFPCrecer #DevuelvanLoRobado,Twitter for iPhone,https://www.twitter.com/DrAcido3/status/1354132946270232578
11,,tetolidia,TetoLidia,https://www.twitter.com/TetoLidia,ID: 1354818302804062213,0,1,0,no,28/1/2021 15:47,@AFPCrecer Esta vien esa noticia,Twitter for Android,https://www.twitter.com/TetoLidia/status/1354818302804062213
12,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1354830311318806529,0,0,0,no,28/1/2021 16:34,@TetoLidia Hola gracias por ponerte en contacto con nosotros. ¿Cómo te pdemos ayudar?,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1354830311318806529
13,,??,femmeduciel,https://www.twitter.com/femmeduciel,ID: 1355167611370270728,0,1,0,no,29/1/2021 14:55,@AFPCrecer Es gracioso porque después de solicitarlo tienes que pagar el dinero que anticipaste. Even due es tu propio dinero pero tienes que pagar tu propio dinero a alguien más.,Twitter for iPhone,https://www.twitter.com/femmeduciel/status/1355167611370270728
14,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1355186609055006722,0,0,0,no,29/1/2021 16:10,@femmeduciel Hola comentarte que esa medida no está a discreción de las AFPs. Nosotros solamente somos aplicadores de la Ley y no creadores o modificadores de ella. Eso es responsabilidad de las autoridades de Gobierno. Saludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1355186609055006722
15,,Eli.de.garcia,Elizabe99256159,https://www.twitter.com/Elizabe99256159,ID: 1355950604275888131,0,1,0,no,31/1/2021 18:46,@AFPCrecer Y él dinero lo dan él 25 % de un solo o x cuotas,Twitter for Android,https://www.twitter.com/Elizabe99256159/status/1355950604275888131
,15-ene,Eli.de.garcia,Elizabe99256159,https://www.twitter.com/Elizabe99256159,ID: 1355981744013537282,0,0,0,no,31/1/2021 20:50,@AFPCrecer Gracias,Twitter for Android,https://www.twitter.com/Elizabe99256159/status/1355981744013537282
16,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1355966053520711681,0,1,1,no,31/1/2021 19:47,@Elizabe99256159 Hola el pago del anticipo se realiza en un solo depósito. Para 2021 aplican mujeres de 45 años o más y hombres de 50 años o más que tengan 10 años cotizados al SAP como mínimo. Saludos,Twitter for Android,https://www.twitter.com/AFPCrecer/status/1355966053520711681
2,,Carrivera,CarlosA12224318,https://www.twitter.com/CarlosA12224318,ID: 1351681795696316421,0,0,0,no,20/1/2021 00:03,@AFPCrecer Aver cuando trabajan por un buen servicio y no solo para sacar el dinero de los bolsillos del trabajador,Twitter Web App,https://www.twitter.com/CarlosA12224318/status/1351681795696316421
2,,Diaz25,diaz252000,https://www.twitter.com/diaz252000,ID: 1352243182881411072,0,1,1,no,21/1/2021 13:14,@AFPCrecer Yo recibo pensión por que mi papá murió y me dejó pensionado quisiera saber si también gozare del aumento que anunció el Gobierno,Twitter for Android,https://www.twitter.com/diaz252000/status/1352243182881411072
,2-ene,Ena Chamul,ChamulEna,https://www.twitter.com/ChamulEna,ID: 1353342301913931776,0,1,0,no,24/1/2021 14:02,@AFPCrecer @portilloDiaz12 Los pensionados por sobrevivencia no recibieron el aumento mi hijo recibió los mismos $49.00 de hace 10 años.,Twitter Web App,https://www.twitter.com/ChamulEna/status/1353342301913931776
,2-feb,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1353722872410349568,0,0,0,no,25/1/2021 15:14,@ChamulEna Hola te hemos respondido vía inbox.Saludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1353722872410349568
3,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1352352434195222528,0,1,0,no,21/1/2021 20:28,@portilloDiaz12 Hola comentarte que el aumento de pensión ya fue aprobado y desde este mes lo verán reflejado los pensionados que poseen la pensión mínima.Saludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1352352434195222528
4,,Mortal Kombat SV,ENCUESTASELSAL1,https://www.twitter.com/ENCUESTASELSAL1,ID: 1352584764356747265,0,1,0,no,22/1/2021 11:51,@AFPCrecer Wow muy bueno Crecer ya está ala bannguardia de la tecnología,Twitter for Android,https://www.twitter.com/ENCUESTASELSAL1/status/1352584764356747265
5,,Dylan Gael,GerardoConsta19,https://www.twitter.com/GerardoConsta19,ID: 1352606912328724489,0,1,1,no,22/1/2021 13:19,@AFPCrecer Deberían de permitir que agomos uso del un 40 x % de nuestro dinero madre  ?? es nesesario ladrones,Twitter for Android,https://www.twitter.com/GerardoConsta19/status/1352606912328724489
,5-ene,Dylan Gael,GerardoConsta19,https://www.twitter.com/GerardoConsta19,ID: 1352624074925735936,0,0,0,no,22/1/2021 14:28,@AFPCrecer ENTERADO GRACIAS,Twitter for Android,https://www.twitter.com/GerardoConsta19/status/1352624074925735936
6,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1352622415109640195,0,1,0,no,22/1/2021 14:21,@GerardoConsta19 Hola comentarte que esa medida no está a discreción de las AFPs. Nosotros solamente somos aplicadores de la Ley y no creadores o modificadores de ella. Eso es responsabilidad de las autoridades de Gobierno. Saludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1352622415109640195
7,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1352632937544560644,0,0,0,no,22/1/2021 15:03,@ENCUESTASELSAL1 Estamos para ayudarte.Saludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1352632937544560644
8,,Carlos mendoza,CarlosM35996304,https://www.twitter.com/CarlosM35996304,ID: 1352636124469071874,0,1,0,no,22/1/2021 15:15,@AFPCrecer Hola buen día como hago para hacer posible del préstamo del 25% de lo ahorrado que documentos hay que presentar hoy en junio cumplo los 51 y lo otro en mi estado de cuenta solo me aparece desde que se fundó las afp y de los años anteriores ,Twitter for Android,https://www.twitter.com/CarlosM35996304/status/1352636124469071874
,8-ene,Carlos mendoza,CarlosM35996304,https://www.twitter.com/CarlosM35996304,ID: 1352946187192717312,0,1,0,no,23/1/2021 11:48,@AFPCrecer Excelente entonces yo desde que se fundaron las afp estoy bueno mejor dicho desde el 88  así que puedo aplicar que requisitos nesecito para comenzar el proceso gracias por contestar saludos ??,Twitter for Android,https://www.twitter.com/CarlosM35996304/status/1352946187192717312
,8-feb,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1353789379219746816,0,1,1,no,25/1/2021 19:38,@CarlosM35996304 Estamos para ayudarte.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1353789379219746816
,8-mar,Carlos mendoza,CarlosM35996304,https://www.twitter.com/CarlosM35996304,ID: 1371893596731887621,0,1,0,no,16/3/2021 18:38,@AFPCrecer Hola buenas tardes disculpe una pregunta yo para el 6 de abril tengo cita con ustedes referente al anticipo o préstamo del 25% de mis ahorros a las 2:30 PM entonces a qué link me puedo meter para ese día ustedes me lo pueden brindar o tengo ,Twitter for Android,https://www.twitter.com/CarlosM35996304/status/1371893596731887621
,8-abr,Carlos mendoza,CarlosM35996304,https://www.twitter.com/CarlosM35996304,ID: 1354124885812015109,0,1,0,no,26/1/2021 17:51,@AFPCrecer Hola buen día disculpe la pregunta quise hacer mi cita para ver lo de mi anticipó pero cuando meto mi correo y número de dui me dice que falta un caractere me pueden ayudar como puedo agendar mi cita me hice presente y me dieron un papel as,Twitter for Android,https://www.twitter.com/CarlosM35996304/status/1354124885812015109
,8-may,Carlos mendoza,CarlosM35996304,https://www.twitter.com/CarlosM35996304,ID: 1353750548940517376,0,1,0,no,25/1/2021 17:04,@AFPCrecer Gracias muy amables en contestar saludos ??,Twitter for Android,https://www.twitter.com/CarlosM35996304/status/1353750548940517376
,8-jun,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1354134376691412992,0,2,0,no,26/1/2021 18:29,@CarlosM35996304 Hola el trámite puede realizarlo: 1) Visitando una agencia agendando cita en: https://t.co/tVoXC8OqgH2) Escribiendo al correo: atencion@crecer.com.sv 3) Desde su usuario web Crecer: https://t.co/JwutOQxD3cSaludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1354134376691412992
,8-jul,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1371894092150497281,0,2,0,no,16/3/2021 18:40,@CarlosM35996304 Hola con mucho gusto te ayudaremos. ¿Podrías compartirnos vía inbox tus datos?,Twitter Web App,https://www.twitter.com/AFPCrecer/status/1371894092150497281
,8-ago,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1353723712139362306,0,1,1,no,25/1/2021 15:17,@CarlosM35996304 Hola te compartimos los requisitos para solicitar el anticipo de saldo:Cumplir con la edad requerida por la Ley (50 años o más para hombres y 45 o más para mujeres) y contar con 10 años cotizados en el SAP.¡Saludos!,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1353723712139362306
9,,@AFPCrecer,AFPCrecer,https://www.twitter.com/AFPCrecer,ID: 1352645566090633218,0,1,0,no,22/1/2021 15:53,@CarlosM35996304 Hola para el beneficio de anticipo de saldo es necesario que que poseas 10 años cotizados en el nuevo sistema (AFPs) pues es lo que la Ley establece.Saludos.,Agorapulse app,https://www.twitter.com/AFPCrecer/status/1352645566090633218
